#
# ROI List for harvardbarn
#
# Site: harvardbarn
# Veg Type: DB
# ROI ID Number: 1000
# Owner: bijan
# Creation Date: 2014-11-21
# Creation Time: 16:24:32
# Update Date: 2018-04-30
# Update Time: 09:21:03
# Description: Part of the DB forest
#
start_date,start_time,end_date,end_time,maskfile,sample_image
2015-04-22,09:46:02,9999-12-31,23:59:59,harvardbarn_DB_1000_08.tif,harvardbarn_2015_04_22_094602.jpg

